National_Rank,Team,State,Combined_2025,Margin,Win_Loss,Offense,Defense,Games_Played,Total_Seasons,Previous_Best,Improvement,StateRank,Is_State_Top,Is_Program_Record,Recognition_Type,TeamPageUrl,HasTeamPage,Website_Status,Athletic_Director,AD_Email,Head_Coach,Coach_Email,Athletic_Dept_Email,Main_Phone,Contact_Notes,Email_Sent_Date,Email_Status,Response_Notes
315,Pittsburgh Avonworth (PA),(PA),44.302,53.884,3.654,28.729,-6.693,15,112,28.5962,15.7058,10,0,1,Program Record,,False,,,,,,,,,,,
318,Shelby (OH),(OH),44.27,53.48,3.07,27.489,5.175,15,69,35.4912,8.7788,18,0,1,Program Record,,False,,,,,,,,,,,
322,Myrtle Beach Carolina Forest (SC),(SC),44.188,53.076,4.06,27.634,-0.926,12,27,39.1699,5.0181,11,0,1,Program Record,,False,,,,,,,,,,,
332,Southeast Raleigh (NC),(NC),43.909,53.114,4.594,25.082,-3.691,13,28,34.423,9.486,14,0,1,Program Record,,False,,,,,,,,,,,
333,Springdale Shiloh Christian (AR),(AR),43.839,53.479,3.568,24.909,2.78,13,36,38.3278,5.5112,4,0,1,Program Record,,False,,,,,,,,,,,
334,Fort Mill Indian Land (SC),(SC),43.807,52.671,4.375,25.912,1.211,13,66,24.1214,19.6856,13,0,1,Program Record,,False,,,,,,,,,,,
337,Chippewa Falls McDonell Central Catholic (WI),(WI),43.736,54.264,3.109,37.042,-6.584,12,54,18.0511,25.6849,5,0,1,Program Record,,False,,,,,,,,,,,
346,Temecula Chaparral (CA),(CA),43.581,53.317,3.826,32.707,6.584,12,29,41.046,2.535,18,0,1,Program Record,,False,,,,,,,,,,,
348,Wichita Kapaun Mount Carmel (KS),(KS),43.53,53.685,3.398,29.865,-1.845,13,70,42.0334,1.4966,4,0,1,Program Record,,False,,,,,,,,,,,
354,Boise Bishop Kelly (ID),(ID),43.383,51.968,4.526,26.726,0.599,13,60,40.9518,2.4312,5,0,1,Program Record,,False,,,,,,,,,,,
355,Fort Lauderdale Archbishop McCarthy (FL),(FL),43.374,52.128,3.256,17.5,1.282,13,27,34.5174,8.8566,28,0,1,Program Record,,False,,,,,,,,,,,
357,Lexington White Knoll (SC),(SC),43.354,52.088,3.88,19.166,-3.603,12,25,40.0995,3.2545,14,0,1,Program Record,,False,,,,,,,,,,,
364,Wilmington Hoggard (NC),(NC),43.099,51.433,4.912,21.114,0.947,13,58,40.1123,2.9867,17,0,1,Program Record,,False,,,,,,,,,,,
374,Tacoma Mt.Tahoma (WA),(WA),42.796,51.195,4.165,26.664,0.342,12,62,25.2596,17.5364,5,0,1,Program Record,,False,,,,,,,,,,,
378,Columbus Carver (GA),(GA),42.714,51.317,2.938,21.777,7.555,15,66,40.7582,1.9558,40,0,1,Program Record,,False,,,,,,,,,,,
384,Moncks Corner Berkeley (SC),(SC),42.646,51.428,3.85,25.704,0.71,13,83,40.9556,1.6904,17,0,1,Program Record,,False,,,,,,,,,,,
399,Lake Oswego Lakeridge (OR),(OR),42.271,51.019,3.974,25.531,-1.309,11,53,36.0682,6.2028,3,0,1,Program Record,,False,,,,,,,,,,,
403,Overland Park St. Thomas Aquinas (KS),(KS),42.153,51.121,3.808,27.24,-4.479,10,46,41.1139,1.0391,7,0,1,Program Record,,False,,,,,,,,,,,
404,Richmond Benedictine (VA),(VA),42.152,51.265,3.897,19.34,-5.969,12,110,35.8799,6.2721,3,0,1,Program Record,,False,,,,,,,,,,,
412,Republic (MO),(MO),41.964,50.39,3.364,21.737,3.974,12,54,29.8492,12.1148,15,0,1,Program Record,,False,,,,,,,,,,,
417,Royse City (TX),(TX),41.808,50.396,3.393,24.475,3.009,11,104,38.0184,3.7896,81,0,1,Program Record,,False,,,,,,,,,,,
425,Sewell Washington Township (NJ),(NJ),41.523,50.308,3.727,25.01,2.101,14,66,39.2457,2.2773,8,0,1,Program Record,,False,,,,,,,,,,,
427,Saline (MI),(MI),41.499,49.683,3.206,21.983,7.52,14,85,40.6767,0.8223,8,0,1,Program Record,,False,,,,,,,,,,,
429,El Cajon Granite Hills (CA),(CA),41.474,50.442,4.091,30.687,0.735,14,65,34.985,6.489,21,0,1,Program Record,,False,,,,,,,,,,,
437,Tipp City Tippecanoe (OH),(OH),41.314,50.012,3.029,17.418,6.543,14,86,37.8353,3.4787,22,0,1,Program Record,,False,,,,,,,,,,,
439,Klein (TX),(TX),41.267,50.815,2.997,30.476,7.153,11,56,36.3218,4.9452,84,0,1,Program Record,,False,,,,,,,,,,,
440,Franklin Page (TN),(TN),41.226,49.736,3.968,24.569,2.492,14,52,39.5441,1.6819,7,0,1,Program Record,,False,,,,,,,,,,,
441,Marietta Sprayberry (GA),(GA),41.223,49.306,3.207,23.033,8.52,11,69,41.0534,0.1696,50,0,1,Program Record,,False,,,,,,,,,,,
442,San Antonio Alamo Heights (TX),(TX),41.211,49.578,3.281,31.398,8.617,14,102,40.1659,1.0451,85,0,1,Program Record,,False,,,,,,,,,,,
443,Milledgeville (IL),(IL),41.21,50.761,4.457,39.875,-12.726,11,59,25.4624,15.7476,6,0,1,Program Record,,False,,,,,,,,,,,
460,Fort Wayne Carroll (IN),(IN),40.902,50.048,2.955,22.535,3.199,13,54,40.4826,0.4194,12,0,1,Program Record,,False,,,,,,,,,,,
462,Grand Blanc (MI),(MI),40.865,48.781,3.503,22.045,6.291,11,83,33.4375,7.4275,9,0,1,Program Record,,False,,,,,,,,,,,
463,Savannah Calvary Day (GA),(GA),40.85,49.077,3.533,26.264,5.109,14,46,39.1295,1.7205,53,0,1,Program Record,,False,,,,,,,,,,,
464,Topeka Hayden (KS),(KS),40.835,49.658,2.755,20.821,5.733,13,107,39.3508,1.4842,10,0,1,Program Record,,False,,,,,,,,,,,
470,Tuttle (OK),(OK),40.671,49.957,2.532,22.705,2.068,13,61,37.6068,3.0642,7,0,1,Program Record,,False,,,,,,,,,,,
471,Littleton Dakota Ridge (CO),(CO),40.623,48.735,4.248,24.893,1.787,14,29,36.0283,4.5947,7,0,1,Program Record,,False,,,,,,,,,,,
483,Louisville Christian Academy (KY),(KY),40.441,49.075,2.771,22.086,6.047,15,27,36.9852,3.4558,3,0,1,Program Record,,False,,,,,,,,,,,
485,Great Bend (KS),(KS),40.398,48.67,3.474,21.475,6.612,12,110,35.5085,4.8895,11,0,1,Program Record,,False,,,,,,,,,,,
490,Sussex Hamilton (WI),(WI),40.279,48.576,3.296,26.177,3.029,12,56,34.1928,6.0862,7,0,1,Program Record,,False,,,,,,,,,,,
503,Richmond Huguenot (VA),(VA),39.992,49.432,2.552,18.543,2.866,13,57,37.7184,2.2736,9,0,1,Program Record,,False,,,,,,,,,,,
506,Royal City Royal (WA),(WA),39.93,48.847,2.788,30.205,4.774,13,52,37.8273,2.1027,7,0,1,Program Record,,False,,,,,,,,,,,
516,Forestville Bishop McNamara (MD),(MD),39.681,48.765,3.306,22.879,7.742,10,57,39.0536,0.6274,7,0,1,Program Record,,False,,,,,,,,,,,
517,Camden (NJ),(NJ),39.627,48.2,3.596,20.842,-3.021,14,125,38.1228,1.5042,10,0,1,Program Record,,False,,,,,,,,,,,
531,Owensboro (KY),(KY),39.436,47.896,2.755,22.874,7.46,15,129,34.7509,4.6851,4,0,1,Program Record,,False,,,,,,,,,,,
538,Idaho Falls Hillcrest (ID),(ID),39.269,46.671,3.417,24.149,5.091,13,35,32.6032,6.6658,8,0,1,Program Record,,False,,,,,,,,,,,
553,Savannah Jenkins (GA),(GA),39.017,47.029,3.34,22.773,0.633,13,68,33.8119,5.2051,56,0,1,Program Record,,False,,,,,,,,,,,
560,Byron (MN),(MN),38.829,47.845,1.452,16.98,3.413,10,59,23.37,15.459,9,0,1,Program Record,,False,,,,,,,,,,,
566,Indianapolis Franklin Central (IN),(IN),38.746,46.82,2.737,19.614,4.978,11,67,38.7261,0.0199,16,0,1,Program Record,,False,,,,,,,,,,,
590,Denver East Lincoln (NC),(NC),38.184,46.178,3.385,27.257,0.175,12,58,35.3358,2.8482,20,0,1,Program Record,,False,,,,,,,,,,,
593,Merritt Island Christian (FL),(FL),38.108,46.396,2.585,18.139,-1.034,13,25,24.1631,13.9449,43,0,1,Program Record,,False,,,,,,,,,,,
600,Boerne (TX),(TX),38.028,45.522,3.331,19.014,4.936,15,91,35.094,2.934,112,0,1,Program Record,,False,,,,,,,,,,,
605,Orlando Bishop Moore (FL),(FL),37.979,45.602,2.822,25.443,11.152,14,65,37.9546,0.0244,44,0,1,Program Record,,False,,,,,,,,,,,
615,Wall (TX),(TX),37.849,47.178,2.027,29.49,-5.811,16,69,32.3779,5.4711,113,0,1,Program Record,,False,,,,,,,,,,,
617,San Marcos (CA),(CA),37.792,45.876,3.648,23.974,2.935,12,64,35.4342,2.3578,30,0,1,Program Record,,False,,,,,,,,,,,
618,Nashville Christian (TN),(TN),37.79,46.319,2.542,26.969,4.987,13,49,35.4996,2.2904,10,0,1,Program Record,,False,,,,,,,,,,,
623,Lake Geneva Badger (WI),(WI),37.714,45.428,3.074,20.271,5.82,12,72,36.4169,1.2971,10,0,1,Program Record,,False,,,,,,,,,,,
636,Midland Greenwood (TX),(TX),37.471,46.084,2.76,27.766,-3.412,14,46,30.3188,7.1522,116,0,1,Program Record,,False,,,,,,,,,,,
644,Camden (SC),(SC),37.359,45.56,3.391,22.611,0.72,13,89,35.3836,1.9754,25,0,1,Program Record,,False,,,,,,,,,,,
648,Eugene Willamette (OR),(OR),37.296,45.596,3.829,28.886,-3.347,11,76,25.0459,12.2501,6,0,1,Program Record,,False,,,,,,,,,,,
654,New Lenox Lincoln-Way Central (IL),(IL),37.203,45.711,2.733,24.326,-2.958,10,68,36.6209,0.5821,16,0,1,Program Record,,False,,,,,,,,,,,
655,Byron (IL),(IL),37.201,45.376,2.51,21.875,4.291,14,76,31.8775,5.3235,17,0,1,Program Record,,False,,,,,,,,,,,
658,Boone Watauga (NC),(NC),37.19,44.635,3.046,25.14,8.071,14,60,35.0539,2.1361,24,0,1,Program Record,,False,,,,,,,,,,,
671,Tony Flambeau (WI),(WI),37.0,44.795,2.808,34.328,-3.994,5,55,15.5164,21.4836,12,0,1,Program Record,,False,,,,,,,,,,,
678,Montrose (CO),(CO),36.938,44.887,3.04,28.423,3.652,13,109,31.1856,5.7524,9,0,1,Program Record,,False,,,,,,,,,,,
685,Wilmington (IL),(IL),36.809,44.251,2.308,22.32,15.667,14,62,29.0918,7.7172,19,0,1,Program Record,,False,,,,,,,,,,,
686,Polo (IL),(IL),36.799,45.816,3.969,35.253,-14.14,13,68,29.157,7.642,20,0,1,Program Record,,False,,,,,,,,,,,
688,Lithonia (GA),(GA),36.765,44.156,2.864,22.635,6.945,13,76,26.8799,9.8851,69,0,1,Program Record,,False,,,,,,,,,,,
693,Middleton (ID),(ID),36.62,43.235,3.619,14.951,5.003,11,50,26.9862,9.6338,10,0,1,Program Record,,False,,,,,,,,,,,
697,Monroe Sun Valley (NC),(NC),36.566,44.543,2.949,26.088,0.91,13,62,35.1737,1.3923,26,0,1,Program Record,,False,,,,,,,,,,,
708,Harper Woods (MI),(MI),36.404,43.202,3.405,15.409,7.002,13,73,35.327,1.077,14,0,1,Program Record,,False,,,,,,,,,,,
709,Robert Lee (TX),(TX),36.357,47.119,1.783,36.451,-3.038,12,96,19.5545,16.8025,125,0,1,Program Record,,False,,,,,,,,,,,
729,Midland Dow (MI),(MI),36.068,42.489,2.986,16.301,13.395,14,57,33.2156,2.8524,15,0,1,Program Record,,False,,,,,,,,,,,
732,Baltimore Milford Mill Academy (MD),(MD),36.0,45.299,2.5,27.86,-1.577,11,51,29.296,6.704,9,0,1,Program Record,,False,,,,,,,,,,,
737,Chattanooga Boyd-Buchanan (TN),(TN),35.942,43.343,2.875,21.848,2.243,12,48,32.8121,3.1299,13,0,1,Program Record,,False,,,,,,,,,,,
740,St. Petersburg Catholic (FL),(FL),35.865,43.399,2.15,23.879,10.233,13,52,23.6743,12.1907,56,0,1,Program Record,,False,,,,,,,,,,,
743,Loris (SC),(SC),35.84,43.715,2.743,27.217,4.439,14,70,25.1078,10.7322,27,0,1,Program Record,,False,,,,,,,,,,,
744,Blountstown (FL),(FL),35.831,43.748,2.393,18.48,11.155,13,57,35.5459,0.2851,57,0,1,Program Record,,False,,,,,,,,,,,
747,Grain Valley (MO),(MO),35.748,43.546,2.431,25.501,10.307,12,58,34.9341,0.8139,23,0,1,Program Record,,False,,,,,,,,,,,
753,Aquilla (TX),(TX),35.698,45.177,0.93,35.426,-0.236,13,58,25.3426,10.3554,133,0,1,Program Record,,False,,,,,,,,,,,
770,Cartersville Cass (GA),(GA),35.518,43.061,3.265,17.011,-0.679,12,54,27.2772,8.2408,75,0,1,Program Record,,False,,,,,,,,,,,
775,Jonesboro (GA),(GA),35.465,42.657,2.17,12.186,2.157,11,79,33.6258,1.8392,76,0,1,Program Record,,False,,,,,,,,,,,
782,Gypsum Southeast of Saline (KS),(KS),35.355,43.285,2.196,22.218,7.3,13,62,23.7623,11.5927,16,0,1,Program Record,,False,,,,,,,,,,,
783,Cashmere (WA),(WA),35.333,43.685,2.162,31.298,5.203,13,56,29.7613,5.5717,10,0,1,Program Record,,False,,,,,,,,,,,
796,Silverton (OR),(OR),35.156,42.238,3.264,27.505,-0.721,13,107,29.936,5.22,8,0,1,Program Record,,False,,,,,,,,,,,
809,Crofton (NE),(NE),35.04,44.047,2.033,33.076,2.943,13,55,34.4159,0.6241,8,0,1,Program Record,,False,,,,,,,,,,,
812,Dexter (MI),(MI),35.009,41.867,2.751,24.834,14.798,15,77,33.3048,1.7042,17,0,1,Program Record,,False,,,,,,,,,,,
819,Woolwich Township Kingsway (NJ),(NJ),34.93,43.176,2.773,25.015,1.155,13,101,34.2267,0.7033,17,0,1,Program Record,,False,,,,,,,,,,,
826,Gnadenhutten Indian Valley (OH),(OH),34.767,42.213,2.604,20.756,1.738,13,38,32.2911,2.4759,40,0,1,Program Record,,False,,,,,,,,,,,
827,Orland Park Carl Sandburg (IL),(IL),34.766,42.654,3.014,22.998,-7.407,10,69,34.0832,0.6828,24,0,1,Program Record,,False,,,,,,,,,,,
832,Moses Lake (WA),(WA),34.685,43.462,2.311,30.048,-2.234,12,65,29.0021,5.6829,11,0,1,Program Record,,False,,,,,,,,,,,
833,Baltimore Mergenthaler Vo-Tech (MD),(MD),34.68,43.283,2.409,26.246,0.983,13,63,26.3154,8.3646,11,0,1,Program Record,,False,,,,,,,,,,,
839,Lynden Christian (WA),(WA),34.606,42.211,2.494,27.765,3.538,12,50,24.7126,9.8934,14,0,1,Program Record,,False,,,,,,,,,,,
848,Durham Jordan (NC),(NC),34.454,41.989,2.389,19.49,-3.779,12,61,31.2261,3.228,32,0,1,Program Record,,False,,,,,,,,,,,
856,Franklin Heard County (GA),(GA),34.3,40.403,2.497,20.102,10.672,14,53,34.0638,0.2362,84,0,1,Program Record,,False,,,,,,,,,,,
857,Yakima East Valley (WA),(WA),34.293,41.955,2.597,28.178,2.3,12,57,24.4983,9.7947,15,0,1,Program Record,,False,,,,,,,,,,,
871,Mount Pleasant (MI),(MI),34.055,39.775,3.403,16.199,9.81,15,98,29.0077,5.0473,19,0,1,Program Record,,False,,,,,,,,,,,
873,Fort Mill (SC),(SC),34.051,41.717,2.47,23.29,0.221,11,69,32.9192,1.1318,30,0,1,Program Record,,False,,,,,,,,,,,
878,Fruitland (ID),(ID),33.979,41.032,3.498,31.175,-0.496,11,65,24.2758,9.7032,11,0,1,Program Record,,False,,,,,,,,,,,
880,Madison Morgan County (GA),(GA),33.954,40.726,2.73,20.066,9.393,13,77,27.8516,6.1024,87,0,1,Program Record,,False,,,,,,,,,,,
881,Akron (CO),(CO),33.937,41.369,3.407,22.871,1.541,13,56,25.6381,8.2989,10,0,1,Program Record,,False,,,,,,,,,,,
891,Newcastle (TX),(TX),33.803,44.086,0.858,24.956,-12.633,11,97,26.6099,7.1931,150,0,1,Program Record,,False,,,,,,,,,,,
909,Zephyrhills (FL),(FL),33.582,40.694,2.201,20.589,3.686,12,52,32.7305,0.8515,67,0,1,Program Record,,False,,,,,,,,,,,
913,Hannibal (MO),(MO),33.522,41.298,2.324,26.825,0.859,13,93,30.5846,2.9374,28,0,1,Program Record,,False,,,,,,,,,,,
915,Columbia Oakland Mills (MD),(MD),33.479,40.857,2.261,21.463,5.788,10,50,17.1131,16.3659,13,0,1,Program Record,,False,,,,,,,,,,,
928,Clear Lake (IA),(IA),33.338,41.22,2.501,27.981,-1.825,11,66,31.5246,1.8134,8,0,1,Program Record,,False,,,,,,,,,,,
930,Chester (PA),(PA),33.316,41.053,1.664,17.861,5.955,14,135,31.5479,1.7681,27,0,1,Program Record,,False,,,,,,,,,,,
957,Ludington (MI),(MI),33.028,40.558,2.244,19.225,2.377,11,103,27.4745,5.5535,21,0,1,Program Record,,False,,,,,,,,,,,
958,San Diego Point Loma (CA),(CA),33.018,40.096,3.386,21.436,0.305,12,99,32.2814,0.7366,50,0,1,Program Record,,False,,,,,,,,,,,
972,Bellingham Sehome (WA),(WA),32.84,40.689,2.456,32.736,1.585,12,56,19.6993,13.1407,17,0,1,Program Record,,False,,,,,,,,,,,
977,Bakersfield Christian (CA),(CA),32.753,39.44,2.968,18.706,4.833,14,27,30.4568,2.2962,51,0,1,Program Record,,False,,,,,,,,,,,
984,Hankinson (ND),(ND),32.672,43.379,1.002,25.867,0.075,11,55,13.1949,19.4771,3,0,1,Program Record,,False,,,,,,,,,,,
1008,Hollidaysburg (PA),(PA),32.505,39.765,2.163,18.334,2.697,14,111,31.4565,1.0485,32,0,1,Program Record,,False,,,,,,,,,,,
1010,Harbor Beach (MI),(MI),32.455,38.387,2.226,15.113,9.571,18,83,24.5215,7.9336,24,0,1,Program Record,,False,,,,,,,,,,,
1013,Elverson Twin Valley (PA),(PA),32.448,39.776,2.016,26.177,7.65,15,29,21.6573,10.7907,33,0,1,Program Record,,False,,,,,,,,,,,
1019,Holmdel (NJ),(NJ),32.398,38.973,2.593,26.6,10.342,12,54,31.5205,0.8775,21,0,1,Program Record,,False,,,,,,,,,,,
1040,Portland St. Patrick Catholic (MI),(MI),32.146,39.661,1.421,21.944,0.044,13,62,11.5533,20.5927,27,0,1,Program Record,,False,,,,,,,,,,,
1042,Prince Frederick Calvert (MD),(MD),32.143,39.958,2.086,24.178,-2.313,10,41,22.352,9.791,19,0,1,Program Record,,False,,,,,,,,,,,
1043,Soldiers Grove North Crawford (WI),(WI),32.136,40.103,1.241,37.76,2.492,9,55,15.0389,17.0971,18,0,1,Program Record,,False,,,,,,,,,,,
1049,Plainview (NE),(NE),32.035,40.478,2.111,27.311,-2.199,12,56,26.378,5.657,12,0,1,Program Record,,False,,,,,,,,,,,
1060,Williamston (MI),(MI),31.944,38.143,2.42,18.926,10.091,13,84,25.6402,6.3038,30,0,1,Program Record,,False,,,,,,,,,,,
1076,Howell (MI),(MI),31.7,38.505,2.267,23.781,1.809,13,88,31.3583,0.3417,31,0,1,Program Record,,False,,,,,,,,,,,
1079,Richmond Madison Central (KY),(KY),31.664,38.221,2.088,19.086,11.571,13,64,26.2562,5.4078,9,0,1,Program Record,,False,,,,,,,,,,,
1082,El Maton Tidehaven (TX),(TX),31.645,38.991,2.191,24.961,1.145,14,76,30.7841,0.8609,185,0,1,Program Record,,False,,,,,,,,,,,
1087,Saint George Rock Creek (KS),(KS),31.611,39.347,2.323,22.955,-1.37,12,34,18.3153,13.2957,25,0,1,Program Record,,False,,,,,,,,,,,
1092,Bend Mountain View (OR),(OR),31.574,38.912,2.649,21.718,-1.147,12,47,28.6114,2.9626,12,0,1,Program Record,,False,,,,,,,,,,,
1096,Center Valley Southern Lehigh (PA),(PA),31.538,37.975,2.46,20.89,11.588,16,56,30.0737,1.4643,34,0,1,Program Record,,False,,,,,,,,,,,
1110,Baton Rouge Dunham (LA),(LA),31.403,38.236,1.54,21.909,9.487,14,29,28.2241,3.1789,19,0,1,Program Record,,False,,,,,,,,,,,
1122,Dallas (OR),(OR),31.294,38.759,2.355,25.946,-3.762,11,108,22.9529,8.3411,13,0,1,Program Record,,False,,,,,,,,,,,
1124,Grafton (WI),(WI),31.262,36.772,2.409,12.322,11.808,13,57,23.7912,7.4708,19,0,1,Program Record,,False,,,,,,,,,,,
1146,Newberry (SC),(SC),31.052,37.331,2.289,20.8,4.198,13,74,29.0475,2.0045,34,0,1,Program Record,,False,,,,,,,,,,,
1169,Sterlington (LA),(LA),30.824,37.131,2.035,22.685,11.294,14,52,28.8721,1.9519,23,0,1,Program Record,,False,,,,,,,,,,,
1175,Uniontown Green (OH),(OH),30.759,37.694,2.262,20.003,1.546,12,71,28.6592,2.0998,61,0,1,Program Record,,False,,,,,,,,,,,
1185,Savanna West Carroll Coop (IL),(IL),30.685,39.055,2.781,36.503,-10.522,10,26,6.9954,23.6896,37,0,1,Program Record,,False,,,,,,,,,,,
1186,Homedale (ID),(ID),30.684,37.246,2.9,29.743,-1.053,12,51,26.249,4.435,15,0,1,Program Record,,False,,,,,,,,,,,
1201,Galion (OH),(OH),30.577,37.299,2.232,18.896,2.219,13,77,25.4674,5.1096,63,0,1,Program Record,,False,,,,,,,,,,,
1204,Grand Rapids (MN),(MN),30.566,38.03,0.41,20.776,11.021,11,70,26.4722,4.0938,15,0,1,Program Record,,False,,,,,,,,,,,
1236,Winneconne (WI),(WI),30.212,35.996,2.178,16.553,10.823,14,55,20.3946,9.8174,23,0,1,Program Record,,False,,,,,,,,,,,
1258,Castroville Medina Valley (TX),(TX),29.953,35.724,2.321,20.414,11.824,13,79,26.5046,3.4484,215,0,1,Program Record,,False,,,,,,,,,,,
1272,Yorktown (IN),(IN),29.837,36.947,2.082,15.19,-0.736,12,57,28.8685,0.9685,27,0,1,Program Record,,False,,,,,,,,,,,
1278,Annapolis St. Mary's (MD),(MD),29.79,36.208,2.138,18.437,4.558,11,65,25.5645,4.2255,21,0,1,Program Record,,False,,,,,,,,,,,
1280,Clayton Cascade (IN),(IN),29.786,37.115,1.26,19.871,6.59,15,51,19.6852,10.1008,28,0,1,Program Record,,False,,,,,,,,,,,
1293,Tacoma Franklin Pierce (WA),(WA),29.678,36.514,2.329,27.971,1.087,12,71,26.6278,3.0502,23,0,1,Program Record,,False,,,,,,,,,,,
1304,Edgewood-Colesburg (IA),(IA),29.566,37.35,1.572,29.566,-1.284,11,54,23.1079,6.4581,13,0,1,Program Record,,False,,,,,,,,,,,
1333,Owings Northern (MD),(MD),29.292,37.189,1.664,31.014,0.877,14,40,22.1625,7.1295,22,0,1,Program Record,,False,,,,,,,,,,,
1352,Fallon Churchill County (NV),(NV),29.17,35.946,2.355,22.628,2.278,13,58,28.8764,0.2936,5,0,1,Program Record,,False,,,,,,,,,,,
1354,Brookfield East (WI),(WI),29.143,35.233,2.146,17.307,8.232,11,62,25.0964,4.0466,24,0,1,Program Record,,False,,,,,,,,,,,
1355,Oshkosh Garden County (NE),(NE),29.108,34.066,2.714,25.664,6.114,12,56,28.4635,0.6445,16,0,1,Program Record,,False,,,,,,,,,,,
1362,Jupiter (FL),(FL),29.062,34.429,2.235,12.599,9.156,11,58,24.678,4.384,96,0,1,Program Record,,False,,,,,,,,,,,
1365,Osage City (KS),(KS),29.041,35.65,1.231,16.389,11.766,12,98,8.4395,20.6015,30,0,1,Program Record,,False,,,,,,,,,,,
1371,Minneapolis North (MN),(MN),28.999,36.512,-0.155,16.995,6.62,10,66,22.5092,6.4898,17,0,1,Program Record,,False,,,,,,,,,,,
1372,Marengo Iowa Valley (IA),(IA),28.988,36.451,1.688,27.131,7.523,10,60,16.8911,12.0969,14,0,1,Program Record,,False,,,,,,,,,,,
1377,Norway (MI),(MI),28.961,34.988,1.24,25.728,11.623,14,81,24.0904,4.8706,44,0,1,Program Record,,False,,,,,,,,,,,
1378,Roanoke North Cross (VA),(VA),28.96,36.583,1.094,29.683,-0.291,12,55,25.7271,3.2329,22,0,1,Program Record,,False,,,,,,,,,,,
1391,Rathdrum Lakeland (ID),(ID),28.896,35.496,1.962,27.443,1.938,11,51,23.9133,4.9827,19,0,1,Program Record,,False,,,,,,,,,,,
1412,Princeton (TX),(TX),28.66,33.866,2.692,22.245,3.951,10,88,25.5068,3.1532,228,0,1,Program Record,,False,,,,,,,,,,,
1420,Kimberly (ID),(ID),28.579,35.498,2.482,28.204,-11.272,12,51,20.7611,7.8179,20,0,1,Program Record,,False,,,,,,,,,,,
1421,Cave Creek Cactus Shadows (AZ),(AZ),28.561,35.71,1.986,26.515,2.48,12,41,27.9299,0.6311,24,0,1,Program Record,,False,,,,,,,,,,,
1439,Boca Raton St.Andrew's (FL),(FL),28.431,34.397,2.006,22.414,2.738,11,44,27.1886,1.2424,102,0,1,Program Record,,False,,,,,,,,,,,
1454,Quarryville Solanco (PA),(PA),28.259,34.591,2.125,23.876,8.2,13,74,26.7911,1.4679,49,0,1,Program Record,,False,,,,,,,,,,,
1458,Hollis (OK),(OK),28.231,35.61,1.182,22.635,9.203,12,100,26.6681,1.5629,20,0,1,Program Record,,False,,,,,,,,,,,
1465,Blanchard Montabella (MI),(MI),28.153,34.5,0.857,21.343,6.343,16,58,-7.2226,35.3756,46,0,1,Program Record,,False,,,,,,,,,,,
1469,Hudson (MI),(MI),28.121,34.204,1.451,22.93,8.53,14,84,24.5505,3.5705,48,0,1,Program Record,,False,,,,,,,,,,,
1472,Cameron Union Pines (NC),(NC),28.087,34.181,2.558,21.616,0.613,13,61,12.9187,15.1683,43,0,1,Program Record,,False,,,,,,,,,,,
1497,Spring Hill (KS),(KS),27.793,34.506,1.151,20.992,9.831,10,84,13.269,14.524,36,0,1,Program Record,,False,,,,,,,,,,,
1498,Tucson Desert View (AZ),(AZ),27.786,34.56,1.895,20.752,8.041,12,40,13.4577,14.3283,28,0,1,Program Record,,False,,,,,,,,,,,
1508,Fergus Falls (MN),(MN),27.65,34.231,0.128,12.382,12.232,11,81,25.7644,1.8856,24,0,1,Program Record,,False,,,,,,,,,,,
1521,Munford (TN),(TN),27.478,34.724,1.553,22.956,4.844,12,68,27.1695,0.3085,30,0,1,Program Record,,False,,,,,,,,,,,
1523,Holdingford (MN),(MN),27.462,34.522,0.004,21.607,6.723,13,57,18.5912,8.8708,25,0,1,Program Record,,False,,,,,,,,,,,
1528,Salem Glenvar (VA),(VA),27.386,34.215,1.429,24.651,2.838,14,53,20.308,7.078,28,0,1,Program Record,,False,,,,,,,,,,,
1532,Big Rapids (MI),(MI),27.368,33.575,1.528,24.357,8.05,13,101,18.4877,8.8803,52,0,1,Program Record,,False,,,,,,,,,,,
1544,Johnstown Bishop McCort (PA),(PA),27.304,33.397,1.547,19.5,7.256,13,102,26.6081,0.6959,52,0,1,Program Record,,False,,,,,,,,,,,
1555,Laguna Beach (CA),(CA),27.231,33.81,1.57,26.01,6.044,11,82,26.9969,0.2341,81,0,1,Program Record,,False,,,,,,,,,,,
1556,Maplewood Hill-Murray (MN),(MN),27.227,33.996,0.12,14.142,5.809,9,59,24.183,3.044,26,0,1,Program Record,,False,,,,,,,,,,,
1557,Naples Lely (FL),(FL),27.196,33.289,1.324,17.377,8.669,12,51,25.1732,2.0228,109,0,1,Program Record,,False,,,,,,,,,,,
1558,Joshua (TX),(TX),27.185,33.97,1.632,13.093,-10.84,9,84,26.1716,1.0134,248,0,1,Program Record,,False,,,,,,,,,,,
1579,South Beloit (IL),(IL),26.947,34.819,2.283,27.363,-9.4,8,79,25.7068,1.2402,54,0,1,Program Record,,False,,,,,,,,,,,
1593,Hutchinson Central Christian (KS),(KS),26.893,33.046,1.204,17.281,7.916,11,49,23.1217,3.7713,38,0,1,Program Record,,False,,,,,,,,,,,
1595,Ridgeley Frankfort (WV),(WV),26.872,33.216,1.674,23.661,2.227,13,49,24.5789,2.2931,6,0,1,Program Record,,False,,,,,,,,,,,
